PDB ID,-log(Kd/Ki),set
2g0g,6.29,general
3g3n,6.29,general
3ipy,6.29,general
3vhv,6.29,general
3wth,6.29,general
4cfw,6.29,general
4fjz,6.29,general
4h3a,6.29,general
4hze,6.29,general
4jda,6.29,general
4jju,6.29,general
4n84,6.29,general
4qt0,6.29,general
4wj5,6.29,general
4y2x,6.29,general
5ap7,6.29,general
5gut,6.29,general
5kmf,6.29,general
5kpl,6.29,general
5t2t,6.29,general
5vqy,6.29,general
5vsc,6.29,general
6bjo,6.29,general
6cbh,6.29,general
6e4v,6.29,general
6ekn,6.29,general
6inm,6.29,general
6j81,6.29,general
6o57,6.29,general
6u5m,6.29,general
1a2c,6.3,general
1a5h,6.3,general
1c7e,6.3,general
1c9d,6.3,general
1gqs,6.3,general
1h24,6.3,general
1hqh,6.3,general
1m5c,6.3,general
1oxq,6.3,general
1pwp,6.3,general
1w25,6.3,general
1w51,6.3,general
1zh7,6.3,general
2f3r,6.3,general
2fda,6.3,general
2i5j,6.3,general
2jg8,6.3,general
2nwn,6.3,general
2or9,6.3,general
2oyl,6.3,general
2r3f,6.3,general
2v0n,6.3,general
2vgo,6.3,general
2w4i,6.3,general
2w8f,6.3,general
2y4l,6.3,general
2zv2,6.3,general
3g1m,6.3,general
3ls4,6.3,general
3me9,6.3,general
3mea,6.3,general
3meu,6.3,general
3o23,6.3,general
3qcj,6.3,general
3ql9,6.3,general
3s7b,6.3,general
3t4v,6.3,general
3vzd,6.3,general
4a9m,6.3,general
4aaw,6.3,general
4alg,6.3,general
4bw3,6.3,general
4dj7,6.3,general
4euv,6.3,general
4f63,6.3,general
4fgy,6.3,general
4i4e,6.3,general
4kil,6.3,general
4kio,6.3,general
4ob1,6.3,general
4ob2,6.3,general
4oq5,6.3,general
4url,6.3,general
4uyh,6.3,general
4wf6,6.3,general
4wq2,6.3,general
4yfi,6.3,general
4zfi,6.3,general
5ajy,6.3,general
5ar5,6.3,general
5bjt,6.3,general
5brn,6.3,general
5hff,6.3,general
5hh5,6.3,general
5hmy,6.3,general
5ih5,6.3,general
5kqd,6.3,general
5ml0,6.3,general
5n3w,6.3,general
5nar,6.3,general
5nb6,6.3,general
5w73,6.3,general
5wqk,6.3,general
6axb,6.3,general
6ayd,6.3,general
6ce2,6.3,general
6f5m,6.3,general
6gy1,6.3,general
6hu3,6.3,general
6npe,6.3,general
6qhb,6.3,general
2op3,6.31,general
2p0x,6.31,general
3hs9,6.31,general
3k48,6.31,general
3ur9,6.31,general
4bg1,6.31,general
4e1e,6.31,general
4nah,6.31,general
4ovz,6.31,general
4pvo,6.31,general
4ufz,6.31,general
4z6i,6.31,general
5ey8,6.31,general
5ix1,6.31,general
5lss,6.31,general
5lyh,6.31,general
1t69,6.32,general
2c9d,6.32,general
2uyi,6.32,general
2zga,6.32,general
3ckt,6.32,general
3el7,6.32,general
3m3r,6.32,general
3qup,6.32,general
4awq,6.32,general
4mgc,6.32,general
4qq5,6.32,general
4qt2,6.32,general
4ztq,6.32,general
5k8n,6.32,general
5vqx,6.32,general
6czu,6.32,general
6eb2,6.32,general
6oco,6.32,general
1c29,6.33,general
1c8v,6.33,general
1xhm,6.33,general
1yys,6.33,general
2y1w,6.33,general
3dxk,6.33,general
3hv3,6.33,general
3hxi,6.33,general
3nsh,6.33,general
3u8d,6.33,general
4i0z,6.33,general
4nk3,6.33,general
4tn4,6.33,general
4v0i,6.33,general
4zg6,6.33,general
5ab9,6.33,general
5fue,6.33,general
5l3f,6.33,general
5n49,6.33,general
5n8w,6.33,general
5nu5,6.33,general
5u48,6.33,general
5u4f,6.33,general
5x72,6.33,general
6aa4,6.33,general
6bgx,6.33,general
6fzj,6.33,general
6qw7,6.33,general
6r7r,6.33,general
1i00,6.34,general
2byi,6.34,general
3iut,6.34,general
4hev,6.34,general
4j3u,6.34,general
4jfw,6.34,general
4lkm,6.34,general
4pnr,6.34,general
4qmm,6.34,general
4qrc,6.34,general
5bms,6.34,general
5elz,6.34,general
5ewz,6.34,general
5k8v,6.34,general
5up0,6.34,general
5y0z,6.34,general
5yr4,6.34,general
6bin,6.34,general
6da4,6.34,general
6ffh,6.34,general
1gjb,6.35,general
1mik,6.35,general
1o48,6.35,general
1qwf,6.35,general
1yrs,6.35,general
2f2c,6.35,general
2qpj,6.35,general
3eid,6.35,general
3fr5,6.35,general
3hik,6.35,general
4azf,6.35,general
4eo4,6.35,general
4hl5,6.35,general
4i0f,6.35,general
4i67,6.35,general
4lq3,6.35,general
4mk5,6.35,general
4qvm,6.35,general
4qw5,6.35,general
4zpe,6.35,general
5a2k,6.35,general
5ctc,6.35,general
5duc,6.35,general
5k5e,6.35,general
5ove,6.35,general
5tuq,6.35,general
5tuy,6.35,general
5u4e,6.35,general
6j10,6.35,general
1fta,6.36,general
1o49,6.36,general
2iws,6.36,general
2owb,6.36,general
2y76,6.36,general
3g90,6.36,general
3t6j,6.36,general
3uwo,6.36,general
3wsy,6.36,general
4anv,6.36,general
4iti,6.36,general
4j0y,6.36,general
4j4v,6.36,general
4mg7,6.36,general
4mk7,6.36,general
4o36,6.36,general
4psq,6.36,general
5dp8,6.36,general
5hm0,6.36,general
5in9,6.36,general
5u4a,6.36,general
5ue4,6.36,general
5wa6,6.36,general
5wep,6.36,general
6abp,6.36,general
6ilq,6.36,general
6q37,6.36,general
6rvk,6.36,general
1g3f,6.37,general
2q9n,6.37,general
2ym5,6.37,general
3i7g,6.37,general
3o88,6.37,general
3ui2,6.37,general
4e5h,6.37,general
4gw1,6.37,general
4ks3,6.37,general
4mm4,6.37,general
4mpe,6.37,general
4r91,6.37,general
5fdg,6.37,general
5g53,6.37,general
5klz,6.37,general
5qbv,6.37,general
5tln,6.37,general
5u7l,6.37,general
5uqv,6.37,general
5vll,6.37,general
5y53,6.37,general
6eab,6.37,general
1qja,6.38,general
1qjb,6.38,general
1ukh,6.38,general
1xm6,6.38,general
1xnx,6.38,general
2er0,6.38,general
2q2c,6.38,general
2wcg,6.38,general
2ybu,6.38,general
3hau,6.38,general
3l3a,6.38,general
3oqk,6.38,general
4f3h,6.38,general
4nzn,6.38,general
4tki,6.38,general
4u6x,6.38,general
4unn,6.38,general
5f01,6.38,general
5xig,6.38,general
6c8c,6.38,general
6m8y,6.38,general
6q38,6.38,general
1lol,6.39,general
1o79,6.39,general
1ocn,6.39,general
1xog,6.39,general
3ess,6.39,general
3v7d,6.39,general
3vyd,6.39,general
4i12,6.39,general
4yoj,6.39,general
5akw,6.39,general
5eom,6.39,general
5khk,6.39,general
5vqz,6.39,general
5wyr,6.39,general
5xqx,6.39,general
5ylt,6.39,general
6bgz,6.39,general
6bkx,6.39,general
6bqd,6.39,general
6jki,6.39,general
6nk0,6.39,general
6r4s,6.39,general
1a07,6.4,general
1a1b,6.4,general
1a1c,6.4,general
1c3r,6.4,general
1fq4,6.4,general
1i7c,6.4,general
1jrs,6.4,general
1nzv,6.4,general
1rth,6.4,general
1t2v,6.4,general
1upk,6.4,general
1z2b,6.4,general
2a4l,6.4,general
2ai7,6.4,general
2c1b,6.4,general
2cmo,6.4,general
2g9q,6.4,general
2jbk,6.4,general
2n9x,6.4,general
2nno,6.4,general
2o2u,6.4,general
2qqs,6.4,general
2waj,6.4,general
2zaz,6.4,general
3dz4,6.4,general
3jq9,6.4,general
3ll8,6.4,general
3lw0,6.4,general
3o3j,6.4,general
3pn3,6.4,general
3rsb,6.4,general
3sfi,6.4,general
3szm,6.4,general
3zs1,6.4,general
4afj,6.4,general
4c7t,6.4,general
4cff,6.4,general
4dpf,6.4,general
4e26,6.4,general
4ff8,6.4,general
4hcv,6.4,general
4jj7,6.4,general
4m3b,6.4,general
4mbc,6.4,general
4o3u,6.4,general
4p00,6.4,general
4p02,6.4,general
4pax,6.4,general
4pmp,6.4,general
4qnu,6.4,general
4qtc,6.4,general
4r1y,6.4,general
4rse,6.4,general
4u79,6.4,general
4whl,6.4,general
4x1r,6.4,general
4xbd,6.4,general
4yv9,6.4,general
4zxy,6.4,general
5a4e,6.4,general
5c5h,6.4,general
5dgm,6.4,general
5e0l,6.4,general
5f1u,6.4,general
5hh6,6.4,general
5iuh,6.4,general
5l9h,6.4,general
5nsx,6.4,general
5ovg,6.4,general
5tex,6.4,general
5ura,6.4,general
5v24,6.4,general
5vqv,6.4,general
5wa7,6.4,general
5wdc,6.4,general
6bny,6.4,general
6coj,6.4,general
6dzv,6.4,general
6fel,6.4,general
6npu,6.4,general
6o9b,6.4,general
6oa3,6.4,general
6qw8,6.4,general
6rj3,6.4,general
1i80,6.41,general
1pye,6.41,general
1xor,6.41,general
2oj9,6.41,general
2qki,6.41,general
2wmw,6.41,general
2xxn,6.41,general
2xxw,6.41,general
3mxy,6.41,general
4b5b,6.41,general
4j0r,6.41,general
4jq7,6.41,general
4o1b,6.41,general
4o2f,6.41,general
4zuo,6.41,general
5c20,6.41,general
5cvd,6.41,general
5dxe,6.41,general
5u7j,6.41,general
5wbz,6.41,general
5wre,6.41,general
6ar2,6.41,general
6hk6,6.41,general
6i8l,6.41,general
6pfj,6.41,general
1r17,6.42,general
1thl,6.42,general
1tl1,6.42,general
1w0y,6.42,general
2fw3,6.42,general
2jle,6.42,general
2y36,6.42,general
3is9,6.42,general
3rkb,6.42,general
4i5p,6.42,general
4itj,6.42,general
4j0s,6.42,general
4m5o,6.42,general
4wnk,6.42,general
4x1n,6.42,general
4zyc,6.42,general
5k4x,6.42,general
5mm9,6.42,general
5ugg,6.42,general
6ft3,6.42,general
6fzp,6.42,general
6hvi,6.42,general
6s9x,6.42,general
1n7j,6.43,general
1nax,6.43,general
1t46,6.43,general
2bzz,6.43,general
2cia,6.43,general
2ivu,6.43,general
2q94,6.43,general
2xch,6.43,general
3ask,6.43,general
3q4c,6.43,general
3v3l,6.43,general
4cik,6.43,general
4deb,6.43,general
4m8t,6.43,general
4nh9,6.43,general
4wsk,6.43,general
4z2j,6.43,general
5w8j,6.43,general
5yy4,6.43,general
6c5h,6.43,general
6eo0,6.43,general
6eqs,6.43,general
6mhc,6.43,general
6n5c,6.43,general
6uii,6.43,general
1j4q,6.44,general
1jqe,6.44,general
1qti,6.44,general
1svh,6.44,general
2m0u,6.44,general
2vqj,6.44,general
2xnp,6.44,general
2y59,6.44,general
3d7m,6.44,general
3ffu,6.44,general
3s9y,6.44,general
3wyj,6.44,general
3zmq,6.44,general
4ea1,6.44,general
4fmu,6.44,general
4jfx,6.44,general
4jg6,6.44,general
4l2k,6.44,general
4os6,6.44,general
4oya,6.44,general
4pde,6.44,general
4qaa,6.44,general
4tjy,6.44,general
4wz4,6.44,general
5al2,6.44,general
5fdo,6.44,general
5vfd,6.44,general
5w84,6.44,general
5wbl,6.44,general
5wef,6.44,general
6dqa,6.44,general
6e5s,6.44,general
6ekd,6.44,general
3d32,6.45,general
5m7m,6.45,general
5uwm,6.45,general
5ye9,6.45,general
6n5h,6.45,general
6oht,6.45,general
1gt3,6.46,general
1q4w,6.46,general
1w2k,6.46,general
1wbn,6.46,general
2c6m,6.46,general
2ohv,6.46,general
2vwu,6.46,general
2y4m,6.46,general
3anr,6.46,general
3i6m,6.46,general
3kdu,6.46,general
3tnh,6.46,general
3zy2,6.46,general
4dgn,6.46,general
4hyb,6.46,general
4w4y,6.46,general
4x2i,6.46,general
5ap4,6.46,general
5fl0,6.46,general
5hka,6.46,general
5ndd,6.46,general
5o91,6.46,general
5w4e,6.46,general
7abp,6.46,general
1aqj,6.47,general
1bxl,6.47,general
1o9k,6.47,general
1wbt,6.47,general
2o64,6.47,general
2xu4,6.47,general
3gcq,6.47,general
3zh8,6.47,general
4aft,6.47,general
4fea,6.47,general
4ju4,6.47,general
4jzb,6.47,general
4psx,6.47,general
4uv8,6.47,general
4zhl,6.47,general
5ai1,6.47,general
5c11,6.47,general
5cgv,6.47,general
5he5,6.47,general
5nsp,6.47,general
5y21,6.47,general
6d8e,6.47,general
6ilz,6.47,general
6ntj,6.47,general
6pxc,6.47,general
6qzb,6.47,general
1c50,6.48,general
1q9m,6.48,general
2f89,6.48,general
2hz0,6.48,general
2nqg,6.48,general
2oz5,6.48,general
2q2n,6.48,general
2w6p,6.48,general
2w71,6.48,general
2x24,6.48,general
2y5l,6.48,general
3cph,6.48,general
3ieo,6.48,general
3nc9,6.48,general
3ogx,6.48,general
3p3u,6.48,general
4kon,6.48,general
4mg8,6.48,general
4n7e,6.48,general
4nat,6.48,general
4pvv,6.48,general
4q0a,6.48,general
4yoi,6.48,general
5etq,6.48,general
5fq9,6.48,general
5gic,6.48,general
5may,6.48,general
5mfs,6.48,general
5wgq,6.48,general
5yve,6.48,general
6a73,6.48,general
6bx6,6.48,general
6e7v,6.48,general
6ek3,6.48,general
6hvr,6.48,general
1fsw,6.49,general
1ru2,6.49,general
1s4d,6.49,general
1x11,6.49,general
2h02,6.49,general
2qf6,6.49,general
2ygu,6.49,general
3ara,6.49,general
3bum,6.49,general
3h0j,6.49,general
3mj5,6.49,general
3muf,6.49,general
3qar,6.49,general
3qel,6.49,general
3u6a,6.49,general
3u8h,6.49,general
3wut,6.49,general
4brx,6.49,general
4d8s,6.49,general
4eoy,6.49,general
4gv8,6.49,general
4mwb,6.49,general
4v11,6.49,general
4yee,6.49,general
4z68,6.49,general
5ar7,6.49,general
5h19,6.49,general
5nxq,6.49,general
5oq7,6.49,general
5vnd,6.49,general
5xhz,6.49,general
6dqb,6.49,general
6fky,6.49,general
6fpu,6.49,general
6hv5,6.49,general
6qz6,6.49,general
6qz7,6.49,general
1xa5,6.5,general
2g72,6.5,general
2gj4,6.5,general
3qcs,6.5,general
4ith,6.5,general
4mw4,6.5,general
4qws,6.5,general
5kew,6.5,general
5tt8,6.5,general
1h3c,6.51,general
1vwf,6.51,general
2jdh,6.51,general
2jkt,6.51,general
2wtc,6.51,general
2y56,6.51,general
3gds,6.51,general
3hv4,6.51,general
3k5u,6.51,general
3r93,6.51,general
4bo9,6.51,general
4e3o,6.51,general
4fut,6.51,general
4hlg,6.51,general
4nka,6.51,general
5fdp,6.51,general
5j31,6.51,general
5kqf,6.51,general
5lgt,6.51,general
6bix,6.51,general
6idz,6.51,general
1ct8,6.52,general
1esz,6.52,general
1gt4,6.52,general
1h28,6.52,general
1j80,6.52,general
1k3q,6.52,general
1m21,6.52,general
1mqh,6.52,general
1rsd,6.52,general
1w1d,6.52,general
2f9b,6.52,general
2fx8,6.52,general
2gz7,6.52,general
2ima,6.52,general
2jql,6.52,general
2ntf,6.52,general
2o4h,6.52,general
2off,6.52,general
2pfy,6.52,general
2rc8,6.52,general
2v3e,6.52,general
2vev,6.52,general
2w0p,6.52,general
2w73,6.52,general
2x2k,6.52,general
3c10,6.52,general
3g2v,6.52,general
3hio,6.52,general
3hjo,6.52,general
3ljj,6.52,general
3p4q,6.52,general
3qkk,6.52,general
3rwf,6.52,general
3zm6,6.52,general
4aig,6.52,general
4bo3,6.52,general
4bqx,6.52,general
4ez5,6.52,general
4ezo,6.52,general
4fiv,6.52,general
4krs,6.52,general
4loj,6.52,general
4nj3,6.52,general
4og5,6.52,general
4pvt,6.52,general
4qme,6.52,general
4qps,6.52,general
4r0i,6.52,general
4rxd,6.52,general
4tzn,6.52,general
4tzq,6.52,general
4ydq,6.52,general
5al4,6.52,general
5est,6.52,general
5etr,6.52,general
5fcw,6.52,general
5fqb,6.52,general
5ien,6.52,general
5kau,6.52,general
5o7n,6.52,general
5wap,6.52,general
5wfm,6.52,general
5zia,6.52,general
6axk,6.52,general
6biv,6.52,general
6e7w,6.52,general
6eum,6.52,general
6fbv,6.52,general
6fkp,6.52,general
6hx1,6.52,general
6nkp,6.52,general
6o6g,6.52,general
6ovc,6.52,general
6pek,6.52,general
6rj5,6.52,general
3ama,6.53,general
3wtk,6.53,general
4mmf,6.53,general
4qvl,6.53,general
5a0e,6.53,general
5alm,6.53,general
6kdx,6.53,general
1d3q,6.54,general
1h39,6.54,general
1hvy,6.54,general
1vyz,6.54,general
1zz3,6.54,general
2evc,6.54,general
2jdk,6.54,general
2zhd,6.54,general
2zns,6.54,general
3b8z,6.54,general
3exf,6.54,general
3g4k,6.54,general
3hii,6.54,general
3mxc,6.54,general
3piy,6.54,general
3pvu,6.54,general
3sl8,6.54,general
4btx,6.54,general
4p0b,6.54,general
4pl3,6.54,general
4ps5,6.54,general
4u90,6.54,general
4uu8,6.54,general
5cfa,6.54,general
5hk9,6.54,general
5lsy,6.54,general
5n69,6.54,general
5wdw,6.54,general
5z5v,6.54,general
5zh2,6.54,general
6ajh,6.54,general
6eeh,6.54,general
6mo1,6.54,general
6oio,6.54,general
6q8k,6.54,general
1h3a,6.55,general
1q4k,6.55,general
1umw,6.55,general
2fgh,6.55,general
2i3v,6.55,general
2n27,6.55,general
2uw6,6.55,general
3cho,6.55,general
4clb,6.55,general
4frj,6.55,general
4k42,6.55,general
4o9s,6.55,general
4qp8,6.55,general
4tkf,6.55,general
4x2s,6.55,general
5cxi,6.55,general
5he1,6.55,general
5he3,6.55,general
5hyx,6.55,general
5ijj,6.55,general
5jaz,6.55,general
5nt0,6.55,general
5ovh,6.55,general
5twh,6.55,general
5wzs,6.55,general
5z95,6.55,general
6aqq,6.55,general
6bnt,6.55,general
6bu3,6.55,general
6e9w,6.55,general
6ea2,6.55,general
6fzg,6.55,general
2khh,6.56,general
4lnb,6.56,general
5h5o,6.56,general
5u2e,6.56,general
5yyb,6.56,general
6df1,6.56,general
6hmb,6.56,general
6hv0,6.56,general
6k05,6.56,general
1ft4,6.57,general
1gzv,6.57,general
1ujk,6.57,general
1wva,6.57,general
1y2c,6.57,general
1zub,6.57,general
2c6l,6.57,general
2cv3,6.57,general
2lbm,6.57,general
2m3z,6.57,general
2r9b,6.57,general
3cgf,6.57,general
3cm7,6.57,general
3il6,6.57,general
3lc5,6.57,general
3rbm,6.57,general
3sax,6.57,general
3wci,6.57,general
4byj,6.57,general
4ge5,6.57,general
4jgv,6.57,general
4l0i,6.57,general
4la7,6.57,general
4mzo,6.57,general
4nnn,6.57,general
4py2,6.57,general
4x68,6.57,general
4zum,6.57,general
5aln,6.57,general
5c7n,6.57,general
5jnl,6.57,general
5lpr,6.57,general
5nwk,6.57,general
6biz,6.57,general
6bky,6.57,general
6cw8,6.57,general
6hkm,6.57,general
6ink,6.57,general
6oiq,6.57,general
6s9c,6.57,general
6te6,6.57,general
3sd5,6.58,general
5em5,6.58,general
5itd,6.58,general
6sal,6.58,general
1c2t,6.59,general
1c3e,6.59,general
1hk3,6.59,general
1mq1,6.59,general
1n7i,6.59,general
1qr3,6.59,general
2byh,6.59,general
2v7d,6.59,general
2xzq,6.59,general
3kah,6.59,general
3kdt,6.59,general
3opr,6.59,general
3tl0,6.59,general
3uvn,6.59,general
3wcl,6.59,general
4bnz,6.59,general
4dea,6.59,general
4j51,6.59,general
4li0,6.59,general
4q3s,6.59,general
4qmq,6.59,general
4rn0,6.59,general
5akh,6.59,general
5ddd,6.59,general
5e0a,6.59,general
5gjf,6.59,general
5jsm,6.59,general
5kbr,6.59,general
5v3x,6.59,general
6dq8,6.59,general
6dud,6.59,general
6ea1,6.59,general
6hvu,6.59,general
6j06,6.59,general
6n3z,6.59,general
6qwa,6.59,general
1ad8,6.6,general
1d8e,6.6,general
1gwr,6.6,general
1kwr,6.6,general
1vot,6.6,general
1zpc,6.6,general
2a4z,6.6,general
2c5x,6.6,general
2c5y,6.6,general
2gg2,6.6,general
2gg5,6.6,general
2gtk,6.6,general
2xhx,6.6,general
2y77,6.6,general
3cwk,6.6,general
3dgl,6.6,general
3ejs,6.6,general
3eju,6.6,general
3eyl,6.6,general
3jzp,6.6,general
3mpt,6.6,general
3tu1,6.6,general
4bib,6.6,general
4bie,6.6,general
4ci1,6.6,general
4efu,6.6,general
4f08,6.6,general
4mr5,6.6,general
4muk,6.6,general
4pnk,6.6,general
4qk4,6.6,general
4qr4,6.6,general
4wpf,6.6,general
4xii,6.6,general
4ybi,6.6,general
5alk,6.6,general
5f00,6.6,general
5igq,6.6,general
5j19,6.6,general
5k48,6.6,general
5lma,6.6,general
5lqf,6.6,general
5mb1,6.6,general
5wtt,6.6,general
6bh5,6.6,general
6c2y,6.6,general
6ccq,6.6,general
6fvm,6.6,general
6g4m,6.6,general
6hdo,6.6,general
6imt,6.6,general
3f7u,6.61,general
3kig,6.61,general
3mo2,6.61,general
3qpo,6.61,general
3rjm,6.61,general
4nnw,6.61,general
4qw3,6.61,general
5ai9,6.61,general
6a8g,6.61,general
6cmr,6.61,general
6gfy,6.61,general
6nj0,6.61,general
1jd5,6.62,general
1kkq,6.62,general
1s3k,6.62,general
1soj,6.62,general
1tkz,6.62,general
1xnz,6.62,general
2cnf,6.62,general
2vww,6.62,general
2w0j,6.62,general
2zb0,6.62,general
2zq1,6.62,general
3aav,6.62,general
3iu9,6.62,general
3ka2,6.62,general
3m93,6.62,general
3opm,6.62,general
3umx,6.62,general
4ixv,6.62,general
4txc,6.62,general
4unq,6.62,general
4x8n,6.62,general
4y94,6.62,general
4znx,6.62,general
5ejl,6.62,general
5l6h,6.62,general
5m55,6.62,general
5mw3,6.62,general
5o9h,6.62,general
5op2,6.62,general
5q0j,6.62,general
5syn,6.62,general
5t1l,6.62,general
5t37,6.62,general
5ugd,6.62,general
5unj,6.62,general
5v42,6.62,general
5w10,6.62,general
5wjj,6.62,general
5yjp,6.62,general
6e91,6.62,general
6ind,6.62,general
8lpr,6.62,general
2exc,6.63,general
2qlq,6.63,general
3arb,6.63,general
3os3,6.63,general
3wf8,6.63,general
4eyr,6.63,general
4jg1,6.63,general
4l0v,6.63,general
4nw7,6.63,general
4pv7,6.63,general
4rsc,6.63,general
4xrq,6.63,general
5u2c,6.63,general
6djc,6.63,general
6ft4,6.63,general
6jno,6.63,general
6rtn,6.63,general
1tmm,6.64,general
2gej,6.64,general
2h96,6.64,general
2jdo,6.64,general
2kpl,6.64,general
2oi3,6.64,general
2srt,6.64,general
2wap,6.64,general
2wbd,6.64,general
2wi6,6.64,general
3cf1,6.64,general
3eoc,6.64,general
3g76,6.64,general
3zy5,6.64,general
4cc6,6.64,general
4e8z,6.64,general
4io8,6.64,general
4jit,6.64,general
4rxe,6.64,general
5abp,6.64,general
5iz6,6.64,general
5jap,6.64,general
5jat,6.64,general
5l3j,6.64,general
5lcj,6.64,general
5nu3,6.64,general
5ul1,6.64,general
5y8w,6.64,general
6czv,6.64,general
6d4v,6.64,general
6dxx,6.64,general
6jij,6.64,general
6nsx,6.64,general
6nyw,6.64,general
6qw9,6.64,general
6saf,6.64,general
2pre,6.65,general
3eio,6.65,general
3zpr,6.65,general
4hww,6.65,general
6guf,6.65,general
1h3h,6.66,general
1o3p,6.66,general
2c5n,6.66,general
2c8x,6.66,general
2j7w,6.66,general
2v5x,6.66,general
2vx1,6.66,general
2y5k,6.66,general
2zm1,6.66,general
3iej,6.66,general
3lnj,6.66,general
3lp2,6.66,general
3ow6,6.66,general
3shv,6.66,general
3uat,6.66,general
4bjb,6.66,general
4e96,6.66,general
4izm,6.66,general
4j08,6.66,general
4jr3,6.66,general
4jv6,6.66,general
4ps1,6.66,general
4y24,6.66,general
4yqu,6.66,general
4z2g,6.66,general
4z7h,6.66,general
4zjw,6.66,general
5cls,6.66,general
5g6u,6.66,general
5m6f,6.66,general
5mja,6.66,general
5mz3,6.66,general
5n9t,6.66,general
5u06,6.66,general
5wzt,6.66,general
6aps,6.66,general
6bfw,6.66,general
6bh0,6.66,general
6biy,6.66,general
6c5q,6.66,general
6e7m,6.66,general
6fa2,6.66,general
6g6y,6.66,general
6g6z,6.66,general
6giu,6.66,general
6htt,6.66,general
6iph,6.66,general
6k4x,6.66,general
6nk1,6.66,general
6p14,6.66,general
2etm,6.67,general
3ew2,6.67,general
4yl1,6.67,general
5aad,6.67,general
5cav,6.67,general
5o11,6.67,general
6ee6,6.67,general
6hvv,6.67,general
1bdr,6.68,general
1oiu,6.68,general
1zeo,6.68,general
2cm7,6.68,general
2of2,6.68,general
2ony,6.68,general
2qp6,6.68,general
2rcu,6.68,general
2wf0,6.68,general
2wtd,6.68,general
3dab,6.68,general
3ddq,6.68,general
3fhr,6.68,general
3ie3,6.68,general
3lpf,6.68,general
3qa2,6.68,general
3ttj,6.68,general
3ws8,6.68,general
4acm,6.68,general
4h39,6.68,general
4h4e,6.68,general
4l2g,6.68,general
4q6r,6.68,general
4qmz,6.68,general
4rrs,6.68,general
4ttv,6.68,general
4wpn,6.68,general
5h0e,6.68,general
5h6v,6.68,general
5l2w,6.68,general
5n8v,6.68,general
5t90,6.68,general
5wzv,6.68,general
5y0f,6.68,general
5y5t,6.68,general
6bgw,6.68,general
6i96,6.68,general
6mo2,6.68,general
3wf7,6.69,general
4b4m,6.69,general
4d8i,6.69,general
4mm6,6.69,general
5alf,6.69,general
5ejv,6.69,general
5ho6,6.69,general
5m0s,6.69,general
6ee4,6.69,general
1a50,6.7,general
1dfo,6.7,general
1fo3,6.7,general
1gca,6.7,general
1hp0,6.7,general
1i7i,6.7,general
1jq3,6.7,general
1ke3,6.7,general
1kf6,6.7,general
1lfo,6.7,general
1mwn,6.7,general
1nms,6.7,general
1p10,6.7,general
1rdt,6.7,general
1rek,6.7,general
1unl,6.7,general
1xdd,6.7,general
1xr8,6.7,general
1z6q,6.7,general
2emt,6.7,general
2eum,6.7,general
2fwy,6.7,general
2is0,6.7,general
2j2i,6.7,general
2kup,6.7,general
2lcs,6.7,general
2lkk,6.7,general
2ow0,6.7,general
2va7,6.7,general
2x7d,6.7,general
2xx5,6.7,general
3c7n,6.7,general
3ipb,6.7,general
3k3b,6.7,general
3mb7,6.7,general
3oyl,6.7,general
3rk7,6.7,general
3sff,6.7,general
3upf,6.7,general
3zs0,6.7,general
4apr,6.7,general
4azy,6.7,general
4bo0,6.7,general
4fns,6.7,general
4hy0,6.7,general
4jjs,6.7,general
4k4f,6.7,general
4lh5,6.7,general
4lkj,6.7,general
4m7b,6.7,general
4mex,6.7,general
4mue,6.7,general
4mw2,6.7,general
4o1l,6.7,general
4os2,6.7,general
4pyv,6.7,general
4qhc,6.7,general
4qta,6.7,general
4qtb,6.7,general
4tzm,6.7,general
4u5t,6.7,general
4uit,6.7,general
4uns,6.7,general
5ar4,6.7,general
5d75,6.7,general
5dhj,6.7,general
5f2s,6.7,general
5i5x,6.7,general
5kcx,6.7,general
5l6j,6.7,general
5lc0,6.7,general
5mmn,6.7,general
5tgc,6.7,general
5v1d,6.7,general
5v84,6.7,general
5wys,6.7,general
5y0g,6.7,general
5yzd,6.7,general
6c8p,6.7,general
6ciy,6.7,general
6d28,6.7,general
6e13,6.7,general
6e4w,6.7,general
6eda,6.7,general
6f2n,6.7,general
6ftn,6.7,general
6fyi,6.7,general
6g5j,6.7,general
6nao,6.7,general
6ocq,6.7,general
6p5v,6.7,general
6phr,6.7,general
6qgk,6.7,general
6t6a,6.7,general
1w82,6.71,general
4jrg,6.71,general
4og6,6.71,general
5kls,6.71,general
5u2f,6.71,general
5z89,6.71,general
5zk7,6.71,general
6bvb,6.71,general
6c9r,6.71,general
6ee2,6.71,general
6gi6,6.71,general
1n4m,6.72,general
1ov3,6.72,general
2f3f,6.72,general
2pjl,6.72,general
2rt5,6.72,general
2w3o,6.72,general
2x8i,6.72,general
2xne,6.72,general
2zz6,6.72,general
3bm9,6.72,general
3bxz,6.72,general
3diw,6.72,general
3fun,6.72,general
3g7l,6.72,general
3kyr,6.72,general
4bb4,6.72,general
4dv9,6.72,general
4dvi,6.72,general
4h58,6.72,general
4i73,6.72,general
4lwc,6.72,general
4q4e,6.72,general
4raq,6.72,general
4uia,6.72,general
4xv9,6.72,general
5e1m,6.72,general
5fwg,6.72,general
5izk,6.72,general
5j1w,6.72,general
5ng9,6.72,general
5tqe,6.72,general
5ulg,6.72,general
